App Name,App ID,Review Title,Rating,Content
Gambling Addiction Calendar,1112385176,Tip,2,Ok app with little help. I found it funny when one of their adds popped up and it was for online slots.. woohoo!
Reframe: Drink Less & Thrive,1485756576,Powerful,5,"Lots of great content, not just about drinking less, but a lot of personal growth, tools and simple to follow exercises"
Reframe: Drink Less & Thrive,1485756576,Charged without subscribing,1,"I was charged $160 without subscribing. It’s a scam, please be careful. Currently waiting for a refund."
Reframe: Drink Less & Thrive,1485756576,Reframe helped me break the habit!,5,"I’ve tried many times to drink more moderately, good intentions but poor execution. I like the science that Reframe uses, the evidence is compelling but that’s not enough in itself. The reflection exercises are useful and logging my drinking gives me joy when Reframe celebrates the changes in my habits."
Reframe: Drink Less & Thrive,1485756576,Can’t log in,1,I have tried numerous times to get a code to log in but nothing ever comes through on my email.
Reframe: Drink Less & Thrive,1485756576,This is a fraud,1,This app is a complete con. They take your money then you just hit paywalls. The so called support is just AI generated messages that do nothing. Do not go there.
Quit+ Smoking & Sober Tracker,6738740334,So many ads on free version,1,The amount of ads in the free version of this app is excessive. It’s challenging to even check the dates without having an ad for Royal Match pop up lol
No Nut: Quit Porn Addiction,1606029127,Only works on safari!!?,1,Paid for the full premium version after reading reviews and thinking that this app was the one but it only works on safari!!!? What!? How stupid. I use Brave browser for everything anyways but even if I didn’t… I’d just download chrome or another browser to bypass it. I want a refund. What a complete waste of money.
No Nut: Quit Porn Addiction,1606029127,Good stuff,5,Legit app no bull
No Nut: Quit Porn Addiction,1606029127,So far so good !,5,Helps me to keep consistency and focus on my goals and so why i started this journey. Still at the beginning but thanks to the app it’s probably the longest journey I’ve done
No Nut: Quit Porn Addiction,1606029127,This actually helped me so much,5,"So far im on day 12 no relapses and with the daily reminders it makes my urges less and less stronger each day, would recommened this."
No Nut: Quit Porn Addiction,1606029127,Good,5,As title
Iron Will: Quit your addiction,1527861145,It is good for keeping track for how long you have not relapsed,5,Everything is amazing but the AI needs a bit more options
Iron Will: Quit your addiction,1527861145,Great App,5,Simple to use and great for tracking
Iron Will: Quit your addiction,1527861145,Worth while app,5,Holds you accountable to relapses for whatever you have and also gives you tips and positive motivation
Iron Will: Quit your addiction,1527861145,Great app!,5,Awesome features without the ads and exactly what I was looking for! 5/5 ✨
Iron Will: Quit your addiction,1527861145,Awesome app and I have an idea if you can be bothered,5,"I feel like it would be cool that when you reach a milestone, that’s when you can edit the image that milestone has on it. I know it sounds cringe but it would be sick if I could start off with weak as looking Batman’s and the longer I can go the stronger the Batman looks on my profile. Pretty much just being able to edit each milestone image when you reach that level Would be amazing!!"
Sober Time - Sobriety Counter,1158895079,Good to guide,5,I enjoy seeing the days sober
Sober Time - Sobriety Counter,1158895079,Sober time,5,Sober time is the ultimate app for people who are serious about tracking their progress in giving up alcohol
Sober Time - Sobriety Counter,1158895079,Great,5,Like it
Sober Time - Sobriety Counter,1158895079,Ads are obnoxious and inappropriate,2,"The app itself does what it says, however the ads are completely obnoxious. You can’t finish one task without a full screen, unstoppable ad, which most of the time is a gambling app )not very appropriate for those dealing with addiction issues. Unfortunately it was a quick delete for me."
Sober Time - Sobriety Counter,1158895079,A1,5,Thanks
BePresent: Screen Time Tracker,1644737181,I did not renew and they debited my account.,1,Ensure you are aware of apps that debit your account even after you did not renew a subscription.
BePresent: Screen Time Tracker,1644737181,I want a refund,1,"I gave this app a go, and after the trial I assumed I was on the monthly plan. And after it slowing down my phone I decided to delete and cancel it only to find out I was on the pro app and paid $79.99 for the year. So disappointed and I want a refund! Now some of the other apps I had limits on are playing up. Would not recommend"
BePresent: Screen Time Tracker,1644737181,Scam,1,Auto renewed me for an entire year despite having deleted the app after not liking the app. Charged my card $80 for a free trial. Can’t get money back.
BePresent: Screen Time Tracker,1644737181,The app is unusable for me,1,"I’m sure the app is great—when it works. Unfortunately, I encountered a bug that made it unusable for me. It seemed related to Apple’s Screen Time integration, which prevented me from unblocking certain important apps that I need access to. I followed the instructions to reload, but the issue persisted. The app placed the blame on Apple, which wasn’t helpful in resolving the problem."
BePresent: Screen Time Tracker,1644737181,Scammers,1,They charged me money after I unsubscribed and now no one answers to my emails. SCAMMERS
Parental Control App - Kidslox,914825567,Don’t download this,1,When my I fist downloaded this I was so satisfied by the features but today I realised that in the corner of my device where the battery is right  next to the wifi sybole  was a “VPN” WHAT ISNA VPN:  a vpn is a Sighn that ur device sends you a warning that somebody might be tracking you. reviews: iv counted the latest reviews and 7. Of them are 1 and the 3 are 5 . My reason: this app could lead to misscourage. Like once I deleted kislovk from my supervisors phone and I couldn’t get any Ezra screen time beacause it was stuck my supervisor took 1 in a half hour fixing it
Parental Control App - Kidslox,914825567,horrible,1,"this app continued to shut down all my apps after me and my mum had deleted it and its bookmark, it has continued to turn off at certain times leaving both of us stressed and annoyed"
Parental Control App - Kidslox,914825567,absolutely so bad,1,i hate this app so much  why would you even want to lock kids phones down ? parents just don't realize we're the ones that decide where they go when their old or dead  so they should just start being nice now  i hate this app  worst thing ever and i hope all apps like this get banned  what a way to treat your kids by just locking them down  absolutely disgusting
Parental Control App - Kidslox,914825567,Is this a good app,5,Developers please tell me!
Parental Control App - Kidslox,914825567,I’m hate this,1,This is the worst app ever don’t buy it
one sec | screen time + focus,1532875441,Wow!,5,"I don’t usually write reviews, but this app has done a tremendous job in such a tiny amount of time! I’ve only had this set for Instagram for about 2 weeks and my scrolling has gone from an average of 4 hours a day to under 1 hour!! Nothing has ever worked for me before and I usually give up after about 2 days so this is huge for me.  Also I’m noticing that I actively strive to get less clicks, like at the beginning it would be 50+ tries, but now I keep saying “let’s try to get less than 40/30/20” etc, and now I got less than 10 in 24 hours! Thank you guys :)"
one sec | screen time + focus,1532875441,Simple yet ingenious,5,"Thank you for your creative genius with this app. Already in the last two hours, I have noticed a clear break in my inclination to just keep scrolling. The pause for breath and the double-check “Do you want to open the app?” have added to my mindful approach to organising my workday. Thanks!"
one sec | screen time + focus,1532875441,Neurodivergent,3,"Looked really helpful, but as someone with ADHD, the fact that I have to memorise the steps and manually setup the automations was just an immediate huge hurdle that my ADHD brain immediately wanted to run away from. Too overwhelming"
one sec | screen time + focus,1532875441,It doesnt work on brave.,3,Read Title. LOVE ON IPHONE!
one sec | screen time + focus,1532875441,Life changing,5,This app killed my addiction to TikTok and Instagram. Making it more annoying and mindful to access an app rather than a flat out block is revolutionary. Screen time went from 6 hours a day to an average of 2 or less. I’m happier and have more time to do things I actually care about. Thank you thank you thank you
Sugarfree Quit Sugar Addiction,1557550593,You took my money money,1,I clicked for a 7 day free trial and then you debuted the annual fee straight away. I want a refund please.
Sugarfree Quit Sugar Addiction,1557550593,Just letting you know….,2,It won’t let you do anything without the 30$ annual plan. Worth it? Not sure
Sugarfree Quit Sugar Addiction,1557550593,It’s ok,3,"Not too bad for tracking your sugar intake however, the information slides are to fast for me to finish reading, you can only change the starting day and not the time and there are a few typos indicating a lack of proficiency in the English language though I can still understand it. Definitely an app that is a great idea, just needs some improvement."
Sugarfree Quit Sugar Addiction,1557550593,GLITCHY AS HECK,1,No profile tabs  And glitchy as heck   The view log and add food doesn’t work  Give blank screen 📺   I’m out next app   Byeeeee
Sugarfree Quit Sugar Addiction,1557550593,App is confusing.,1,"App is not intuitive at all, I can’t see where to edit my settings, just launches straight into tracking. I’m deleting before the trial ends."
Days Since: Sober Day Tracker,1445348921,Take a break from anything,5,"Been using this for alcohol, caffeine and healthy eating tracking. Good to just see the days easily. Good for quitting or just taking a break."
Days Since: Sober Day Tracker,1445348921,Stay on track,5,This app has been a main reason for me staying sober and now I am using it to lose weight as it motivates me in the same way as staying sober seeing those days stack up and becoming a better person by the day.
Days Since: Sober Day Tracker,1445348921,Very helpful,5,"Great app, easy to use and really helpful with tracking the days. I like that you can set up daily alerts so you get that little boost of how your progress is going."
Days Since: Sober Day Tracker,1445348921,Great practical app,5,"This app has been really useful for me. It’s a great, simple way to track my progress with bad habits and it really has contributed to me breaking some of them."
Days Since: Sober Day Tracker,1445348921,Great for tracking bokashi composting!,5,Can be used for many things not just booze (although great for that as well!)
Sober SideKick: Quit Addiction,1448251580,Safe and supportive,5,"I’ve only just started using the app but already I feel like a weight is lifting from my chest, just by making the first steps and connecting with others in the same place"
Sober SideKick: Quit Addiction,1448251580,Great app for sobriety counting,5,Great app for sober counter . Using from Aus
Sober SideKick: Quit Addiction,1448251580,Good app,5,Recommend
Sober SideKick: Quit Addiction,1448251580,Great little app,5,Pretty good app so far!
Sober SideKick: Quit Addiction,1448251580,Amazing,5,"I stumbled across this app while looking for resources to assist me on my sober journey and it has been a amazing. So supportive, informative and professional. Just amazing thank you for helping so many people like me."
MDF: Quit Porn Addiction,1487641342,Awesome app,5,If you are struggling with PMO give this app a go especially love the meditation sessions and the countdown to you next goal Community also is a help and encouragement
MDF: Quit Porn Addiction,1487641342,Useless App,1,If you forget to reset the counter it just keeps counting and you can't delete that streak so who know what the longest streak is anymore. No longer see any point using the app if I can't accurately track my streaks.
MDF: Quit Porn Addiction,1487641342,they sold out,1,"My previous lifetime pro paid mysteriously expired now. Adds everywhere even after paid, app broken so bad now and just money begging while not working. After 5 years goodbye I’m using iron will now heaps better"
MDF: Quit Porn Addiction,1487641342,Great nofap app. But…,4,Great nofap app. But…it needs more of a chat for members to chat to each other more often.
MDF: Quit Porn Addiction,1487641342,The best app around,5,"Great wallpapers, great articles, and just a really supportive app!! Together we will beat this addiction"
Porn Addiction Calendar - Quit,1112386099,It’s fantastic,5,Thank you Jesus and thank you god
Porn Addiction Calendar - Quit,1112386099,Plz add cats,4,In the panic button you should be able to see cats or dogs because i really like cats and they help me calm down. Plz add them Thank you
Spudbar Loyalty,1398722121,"Doesn’t work, doesn’t seem like it ever has.",1,They promote the loyalty cards in the stores but you can’t sign up as the app is completely broken. Given the same reviews across the past three years it appears the company doesn’t care.
Spudbar Loyalty,1398722121,App is junk,1,Signup is just a web form with poor usability
Spudbar Loyalty,1398722121,Used to be really good,1,Really enjoyed using this app. Easy to use never crashed now it’s just stopped working. I’ve installed it and uninstalled it multiple times and nothing. ☹️
Spudbar Loyalty,1398722121,Does not work,1,Absolute junk. The only functions that work are the Facebook and Instagram links.
Spudbar Loyalty,1398722121,useless,1,Cannot Log in or create a profile.
Fortify – Quit Porn For Good,1304648824,A literal life saver,5,This app is just beautiful. It’s helped me and my friends so much. Absolutely love it and all it’s features!
Fortify – Quit Porn For Good,1304648824,"Great program, terrible update",1,"I really love this recovery program, but as far as I’m concerned they really messed up the functionality of the app when they overhauled it a couple of years ago. I find the overhaul really clunky to the point of being virtually unusable on my device and wish there was some way of reverting to the original design."
Fortify – Quit Porn For Good,1304648824,Extremely well thought-through application,5,"This app is incredible! It has been put together so cleverly by people in all professions, resulting in tremendous inner change in myself and the Fortify community. If you’re struggling with addiction (of any sort really), this app is for you :)"
Fortify – Quit Porn For Good,1304648824,Great little app,5,"This is a great app if you are struggling with addiction and are searching for a way out. The Fortify team are really friendly and very keen to help you. The interface is really easy to use. There’s a calendar, forum, group meetings, training and tutorials and great videos. The support that you get from the team is outstanding. With fortify freedom is just around the corner."
Fortify – Quit Porn For Good,1304648824,Genuinely helping,5,"This app has been one of the best apps I’ve downloaded, the Fortify team and application are helping people do some great things.  The fact you can access it all on your phone makes it even better."
Quit Vaping,1479615245,cant see others streak,1,cant see others streak
Quit Vaping,1479615245,AUD currency,5,"Thanks for building this app. I’ve just downloaded, and surprised that there are only 5 currencies available. Add AUD please."
Quit Vaping,1479615245,Nah,3,I’m 18 and my friends are 18 we been vaping to be cool not get stressed and we have quit vaping and we got a fake vape thing called cloudy and it have no nicotine and it’s healthy so ya that how we quit
Quit Vaping,1479615245,Really helped me,5,"This app genuinely helped me quit vaping. The whole concept of streaks and badges makes the journey a little easier, but by far the community on there helped me the most. Everyone understands your struggles and provide tips to cope and motivational words. A suggestion I had was perhaps a mini game implemented in the app, and for every daily streak you “level up” or get a new in game feature? Maybe people could “battle” each other with these features. Anyways 10/10 great app ⭐️"
Quit Vaping,1479615245,GREAT…… BUT!!!,5,Really need to add AUD into the app. It’s the only app I have found for vaping and can’t really use it properly if I cannot select my currency
NA Speaker Tapes & Addiction Recovery Audio,1018096532,Great content!,5,Awesome amount of quality content. I listen to the app every morning on the way to work and it keeps me connected. Keep up the good work!
NA Speaker Tapes & Addiction Recovery Audio,1018096532,Great audio,5,Awesome to be able to listen to others! :)
Crown Solitaire: Card Game,1275760266,Good game but glitchy,4,"This is a good game, fun to play but the glitches spoil the experience. Glitches with freezes and slow movement. Fix that and it would be 5 stars 🌟"
Crown Solitaire: Card Game,1275760266,Shame about ads,2,"Good relaxing game, except for the constant adds many of which are difficult to get out of. Some ads are not appropriate for general audiences like the female incontinence ones or the multiple bra ads. If these are not changed or very much reduced the game  will  be deleted. If you like to watch young and old females wetting themselves or stretching their bras and jumping up an$ down you may like this game."
Crown Solitaire: Card Game,1275760266,To many ads,1,"Why cant you subscribe to get rid of ads in this game as in other Mobility Ware games, they are just a annoyance and I would glady pay to get rid of them"
Crown Solitaire: Card Game,1275760266,Games slow & freeze,3,"Can you please have a look at Addiction, Castle, Crown games. Every time l use them they are slow & freeze up. Very frustrating. Disappointing as l enjoy playing your games"
Crown Solitaire: Card Game,1275760266,Paji,5,"Wonderful test of skills….daily ! Love it ! Thanks, Paji"
7 Cups: Online Therapy & Chat,921814681,Love this app,4,I love this app I recommend it to all my family and friends as well as people in support groups I see struggling..   However I think this app should also add a journal section to the how are you feeling today so you can keep track of your emotions and being able to change between paths would be super helpful cos imma complicated being and would like to work on a few areas of myself at once
7 Cups: Online Therapy & Chat,921814681,Was a great app,2,"Was a great app and still is but it's funny how you can approach someone light heartedly and soft spoken through text, peacefully, and then they call you toxic and your account is unusable....it was a great app til it accepted posts about race....it's another Facebook platform now. Second account ditched. I will not try again a third time."
7 Cups: Online Therapy & Chat,921814681,The app broke,2,I did the most recent update and the app broke I keep clicking it but it won’t open I love the app way better than the website but now I’m stuck using the website fix it please. I am upset about the app not working anymore.
7 Cups: Online Therapy & Chat,921814681,Just a money scam so far,2,"So, you seem to be just like every person in this world money hungry? People download this app due to the fact no therapy is free and the prices in the world are going up causing more stresses in our life’s where do we turn now if apps are pushing for payment. I was doing the cups now it stuck on listener which I looked at and the only option is learn more upvote down vote( I did many downvotes due to it staying) I change activity but with out fail it goes back to the listener one. Please keep money out of it please fix your glitch or I’ll remove app and I’ll turn more on this horrid world. I have the option to pay I CANT AFFORD IT IM NEAR HOMELESS!! If I wanted to pay I’d pay but I can’t and the email triggered me so I never want to pay you a dime, here you can have my blood if you want to be like that the rest of your kind are taking my money like they the ones homeless and struggling"
7 Cups: Online Therapy & Chat,921814681,love the idea hate the execution,2,the app idea itself is really great but it’s downfall is the fact that i cannot open chats at all it just says error + i used to get around it by just using a google search (which worked on my phone and computer) but it does not work on my phone anymore  i used to love 7 cups but now i’m disliking it more and more every time i open it
Anxiety Free: iCan Hypnosis,410805846,Good,5,But do we get in the version upgrade on this
Anxiety Free: iCan Hypnosis,410805846,So darn good,5,"This one is worthy your attentive listening. Use your good headphones, have your cup of tea handy first thing of a morning... Skip intro button always works for me but sometimes I listen to gather my energies in preparation for the real listening time. The Scottish brogue accent captivates as well. A fine session every time. I think it's due to maturity & sincerity of his purpose. Very good app- go for gold"
Anxiety Free: iCan Hypnosis,410805846,Like it,4,"Good for stress management just wish the ""skip intro"" button would work, a bit tired of Donald's resume."
Anxiety Free: iCan Hypnosis,410805846,Thank you,5,"Thank you soooo much. I find this works brilliantly for me. I feel much calmer and relaxed and it makes me forget about my problems at least for a little while. Thank, you again."
Anxiety Free: iCan Hypnosis,410805846,Actually works (I know!!!!!),5,I often have that anxiety sensation like my heart drops down to my stomach when I get anxious about something that isn't even that bad and honestly I tried this a few months ago and it really stopped that sensation that I hate from arising! I really recommend this app it did wonders for me however it does ware off which is why I'm doing it again  The mans voice is super calming too  THANK YOU
Quit Weed Marijuana Addiction,1104097762,Cute basic app,4,"Hi there, I like this cute basic little app! Not sure if this is possible but it would be great to be able to edit the 'Reasons to quit' that you entered yourself. I need to fix a spelling mistake and to delete another but am unable to. It would also be great if you could add your own 'Panic' photos. If you could add font to the 'Badges' you could mention rewards that you are allowing yourself for the hard work out in. And lastly down the track a journal area would be awesome and if it could be linked to a calendar? Anyway thanks for the app so far :) Elyse"
Nomo -  Sobriety Clocks,566975787,Simple and effective,5,Really enjoying this app. The mindful and distraction  exercises are good and different to the usual ones.  It’s clean simple and easy to navigate.  Thank you.
Nomo -  Sobriety Clocks,566975787,A beautiful support,5,"This app is like a beautiful kind support person, not judging, just encouraging. It has been helping me for 3 years now. I have 3 clocks and they are all precious to me."
Nomo -  Sobriety Clocks,566975787,Security issues,1,Sent message about money taken from my account. Deleting this app immediately!
Nomo -  Sobriety Clocks,566975787,Extremely helpful tool in recovery,4,"It’s so easy to see how long I’ve been improving for, how much I’ve saved, and to solidify that I’m going well. I can’t tell you how many times seeing my progress has prevented a relapse.  On the note of the missing star - I find the app slow and glitchy at times. Occasionally it won’t load unless I exit like three times and reload the whole app.   Apart from that I would recommend and have recommended NoMo to several friends also struggling with addictions."
Nomo -  Sobriety Clocks,566975787,What the heck?,1,Why did this app just send me a notification saying “Payment approved - current user balance $1980.55” ?!?! Now it will not open at all. Deleting this app.
Recovery Path for Addiction,1450908550,I am so grateful for this app,5,Thank you for making this app and making it free! It seriously has all the tools you need to make it through recovery. So we’ll put together and thought out. It’s really helping me through
Recovery Path for Addiction,1450908550,Amazing app,5,"What a fantastic app, possibly the most useful tool I have found in my recovery journey. Often I want to sure my thoughts with other friends and family and the ability to send updates to my contacts is outstanding. I will use this app daily for the foreseeable future!"
Seed: Gamify No Nut Quit Porn,6636516894,Terrible,1,Literally can’t use without spending money thought I could actually benefit from this but I guess the developers just want to scam people who want to stop watching porn
Seed: Gamify No Nut Quit Porn,6636516894,10/10,5,It personally connected with me and told me what i needed to do and keep on the right track. Highly recommend
Seed: Gamify No Nut Quit Porn,6636516894,Felt like a scam,1,"I was genuinely excited about Seed it seemed like exactly what I needed. At first, everything worked smoothly, and I started to think this might actually be a game changer. But just as I was getting into it, everything stopped. A paywall appeared out of nowhere, completely blocking access. No warning, no transparency just a sudden demand for money. It feels like a bait and switch, and honestly, it was disappointing. If they had been upfront from the start, I wouldn’t have minded. But leading users on, only to pull the rug out from under them? That just feels unfair. I really wanted to love this app, but instead, I just feel let down."
Seed: Gamify No Nut Quit Porn,6636516894,Don’t try,1,"They lure you into a false sense of security, before asking you to subscribe in order to use the app. It’s not optional, you have no choice but to either get the subscription or you are in your own. Disgusting, preying on people with genuine health issues for monetary gain."
Seed: Gamify No Nut Quit Porn,6636516894,Paywall,1,I find it disgusting that an app created and targeted for people who are trying to better themselves and improve their wellbeing would enforce a paywall after making you sign your name and signature. Pure manipulation.
New Addiction Solitaire,870325718,Too many bugs,1,Would be a good game if it wasn't filled with bugs. Some cards can't be seen and other times cards are repeated.
Daily Tracker Journal & Diary,306026134,Best friend,5,I have been struggling with growing in Faith and I realised it’s not because I don’t love Jesus Christ but it’s because I have not planned myself well enough . Thanks so much for making life smoother ..
Daily Tracker Journal & Diary,306026134,Great app,5,"I’m very grateful that this developer hasn’t jumped in the subscription bandwagon. The money I’ve paid for the app has been well worth it and I’d be willing to continue to support the developer financially.  I’d suggest the developer put a donation button in the app—it would be fairly easy I imagine. Then people, like myself, could show our appreciation."
Daily Tracker Journal & Diary,306026134,Laura,4,"This app is wonderful! I have tried many, many apps to help me get organized & be more productive, and this is the best one by far. It is comprehensive, versatile, sophisticated, elegant & fun to use. It is for the connoiseurs of organisation & efficiency who also enjoy using an app instead of pen & paper. Well worth its price, & I even prefer its former name, ""Lumen Trails"""
Daily Tracker Journal & Diary,306026134,Senior Citizen  84  This App is in constant use,5,"I still use this app every day for over a year. Which is a recommendation in its self Thank you It is now over  many I have lost count the years I have continued to use ""Lumen Trails"" I now class it as my most useful they keep on improving it App I can easily recommend it to any one who wants to keep track of anything it is that versatile I recently had to use one-one-support And their response was great  They say proof of the pudding is in the eating. You prove it with every update Congratulations Senior Citizen 84 Still going at 84 Regards *****"
Daily Tracker Journal & Diary,306026134,Works really well,4,"Helps me to keep track of my activities, especially when I need to go back and check what events occurred on which day.  Search function very useful."
AppBlock: App & Site Blocker,1515753232,Does not work,1,"Very frustrating. Paid for the premium monthly service but the app will not enable any premium features. Unsure if I should cancel and uninstall or just wait for the features to become available. :( was also (separately) unable to use my valid google play subscription on a new apple device, which is doubly frustrating. Very disappointed."
AppBlock: App & Site Blocker,1515753232,Helping me reduce mindless scrolling,4,The app has made a big difference to the time I spend looking at my phone daily
AppBlock: App & Site Blocker,1515753232,Does what is Says and does it well!,5,Great app and one I’ll be resubscribing for another year
AppBlock: App & Site Blocker,1515753232,Wasted an hour on this app.,1,This app only gives two free days of the distraction feature every week and free version is hard to set up.
AppBlock: App & Site Blocker,1515753232,A Bit Buggy,3,The only reason I didn’t give it 4-5 stars is because it gets a bit buggy and wouldn’t let me get into some apps.  I found this the case only when I clicked whole categories and then de-selected the apps I wanted out of said categories.   I got around the bugs but just selected the specific apps I wanted blocked.   Works a treat after that.
QuitNow!,483994930,Great App!,5,"Such a great app, keeps me on track. Again, again and again. Great communities and support."
QuitNow!,483994930,Great/Helpful App!,5,This app has been a big help in quitting smoking! It ha kept me motivated and excited. Love it!
QuitNow!,483994930,Improved,5,Great app now  Needs background customise options  Make it easier to read in some parts  but it’s a brilliant app Best quit Tralee around  Glad I bought it
QuitNow!,483994930,Great App,5,Thank you! This is a great way to encourage me! Was a 15 smokes a day for 37 years. With the help of my Dr and my local Vape shop. But it was this App that kept me away from the Ciggies! Thank you!
QuitNow!,483994930,Great app,5,"An awesome app, once you have set it up it’s shows you  how much money you are saving from quitting smoking. . That alone can keep you on track for that healthy smoke free lifestyle we deserve."
Quit Drinking,1529925171,Spam,1,"You ask me for a review 4 times whilst using the app. It’s annoying, so 1 star"
Quit Drinking,1529925171,Great. Needs Aust. Timezone,4,App works great. Just need Australian time zone and $$
Quit Drinking,1529925171,Sent is believing,5,"Recently separated, frequently sad and often drunk  so I don’t dream. You have no idea how much seeing the money I am saving each day helps."
Quit Drinking,1529925171,Good app,4,It does exactly what I hoped it would and slightly more. Nothing incredible 4/5
Quit Drinking,1529925171,Too US Centric,2,It wouldn’t kill you to add multi-currency and metric measurements.
RealizD - Screen Time Tracker,1041249752,"Not a ""free"" app at all",2,"Hard to tell whether this app works as intended, because the free version only tracks the current day, and you lose all that information when the clock ticks over at midnight. Essentially, you can't use the app for anything useful until you pay money, so putting it in the ""free"" category is misleading.  Also, for the one limited feature that is available for free, it didn't track my usage accurately at all. I used my iPad for about 5 hours straight with only 2 or 3 short breaks, and it tracked it as 2 picks up of 1 minute each lol, and the rest of the time idle lol."
RealizD - Screen Time Tracker,1041249752,"It’s a great app, but I can’t make an account",2,"The app will not let me create an account. I go thru the process and all, but then when the loading screen comes up, it just goes away and nothing happens. Help please"
RealizD - Screen Time Tracker,1041249752,Needs to not track GPS,4,Great app! Would be great if you could set an option to not count GPS usage however
RealizD - Screen Time Tracker,1041249752,Good but......,4,This is a great app. Would be even better if the iOS app allowed for app usage tracking. If you could add that. That would be great. Cheers
RealizD - Screen Time Tracker,1041249752,Awesome app,5,Apparently I picked up my phone every 12 mins today. That's scary... This app gives you easy to understand data about your habits which is the first step to making changes!
Lyf App - Social That Cares,909556526,Best for support,5,"Probably the best app I’ve used as a place to express my emotions and feel supported by a community going through similar things as me. It’s hard having a mental illness and feeling alone, but I don’t with Lyf x"
Lyf App - Social That Cares,909556526,A+,5,Great app very helpful thank you Lyf
Lyf App - Social That Cares,909556526,Don’t like,2,Don’t like latest update where have you moved the experiences you have created to
Lyf App - Social That Cares,909556526,Cannot log in anymore after the update,1,The app automatically updated then I couldn’t log in anymore after that. I signed up using my gmail that’s why I couldn’t reset the password for the app.
Lyf App - Social That Cares,909556526,One of the only positive parts of social media,5,This app is what makes social media good.
Migiri: Porn Blocker & More,1551848949,Wouldn’t know if the app is any good,2,"This app not sort of feels like a money grab off people struggling trying to overcome addiction, $250 yearly is rather expensive to get rid of a habit that could ruin you"
Migiri: Porn Blocker & More,1551848949,My personal Review,5,This is the app you needed and yearned for. It ain't cheap but it is also the perfect price if you want to have control over your life Again.
Migiri: Porn Blocker & More,1551848949,"Great app, needs different payment methods",5,"The app so far is amazing I love the milestone achievements and the lesson that come along with it, just wish there was a monthly payment method instead of the big 1 year/$250 payment."
Migiri: Porn Blocker & More,1551848949,.,4,There should be option to unblock app from migri filter.
Migiri: Porn Blocker & More,1551848949,No show on appointment,1,Hi I booked one on one appointment for 90 dollars and the therapist did not show up. I took time off work and was waiting for 15 mins .  I want my refund asap
Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,1038426537,Great,5,Perfect
Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,1038426537,So many ads it's unplayable,1,Ads so bad and intrusive you can't play 5 seconds with out a video force playing.  Terrible
Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,1038426537,Great game,5,420 my dudes its wednesday
Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,1038426537,Lols,5,Makes me laugh every time good game btw like cookie clicker but mlg weed m9
Weed Boss 2 - Run A Ganja Pot Firm And Become The Farm Tycoon Clicker Version,1038426537,Not too bad,3,Pretty good game except for the pop up ads that redirect you to the App Store
"SA,SLAA Sex, Porn Addiction Anonymous Speakers",1177878956,12 step evolution for addiction,5,The more destructive parts of the human condition are brought to a positive outcome within 12 step union of others helping others in there addictive tendency’s.
Relay: Quit Porn Addiction,1569873335,A program that’s actually different,5,"This program has been life changing for me because I don’t feel alone in my struggles anymore. I now have a team on the app that helps me fight through temptations, regular zoom meetings, and I’ve learnt so much about how addiction works and the common misconceptions people think. If you honestly want to be free from addiction, Relay is a huge step in the right direction, and for a very affordable price. The Relay team really show care to everyone using Relay and that goes a long way in fighting addiction."
Porn Block Plus,1220328164,Didn’t work,1,Downloaded. Activated. Tried the porn site for access. It opened immediately. I cancelled my subscription
Porn Block Plus,1220328164,So good,5,Honestly sounds like it is going to work. I love the features that include the custom keywords and custom URL to assist you in blocking all the suff you don’t want to see thanks heaps
Porn Block Plus,1220328164,Refund not processed,1,Having issues getting refund after trail. Cancelled within 24hrs and no refund has hit my account. Be careful.  Half the reviews on this site are fake too.  Just check the content.
Porn Block Plus,1220328164,Word,5,Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word Word word word word Word word word word word Word word word word
Porn Block Plus,1220328164,Good,5,They are very good I don’t know what else to say welll. Grates and
Motivation - Daily quotes,876080126,WASTE OF MONEY,1,"I contacted support and worked through everything they suggested, waited for updates, nothing. Their app doesn’t send reminders daily as it’s advertised. Their reminders are broken. Avoid."
Motivation - Daily quotes,876080126,Missing some assets,3,"It is an ok app overall, but the frequency of tge new phrases should be adjustable.  I want one phrase a day, not one every minute. The quotes could also be improved."
Motivation - Daily quotes,876080126,5star,5,This app has really helped me stay motivated and has helped me remember my goals and how capable I am I really recommend this app for people with anxiety and etc
Motivation - Daily quotes,876080126,Motivation,5,Amazing app keep it up I feel better than ever
Motivation - Daily quotes,876080126,Too Slow,2,"App is great, but, even before the upgrade, I was incredibly slow to respond if changing background or theme. The upgrade has not changed this at all. I have tolerated it for over a year. Now I think it’s time to find something else"
Fabulous: Daily Habit Tracker,1203637303,Scammers,1,Scammers they sign you up for monthly and bimonthly subscription without your consent
